scenarioid,marketing,sales,cogs,TRANSDATE,region
1,0.85,7.99,3.23,"2000-04-19 00:00:00",East
1,4.15,39.01,15.77,"2000-04-26 00:00:00",East
2,0,50,20,"2000-04-10 00:00:00",East
1,0.07,0.63,0.25,"2000-08-26 00:00:00",East
2,0,3,1,"2000-08-01 00:00:00",East
2,0,5.4,1.8,"2000-08-09 00:00:00",East
1,0.77,6.93,2.75,"2000-08-15 00:00:00",East
1,2.73,24.57,9.75,"2000-08-19 00:00:00",East
1,3.43,30.87,12.25,"2000-08-01 00:00:00",East
2,0,51.6,17.2,"2000-08-18 00:00:00",East
2,0,0.4,0.1,"2000-12-03 00:00:00",East
2,0,1.6,0.4,"2000-12-13 00:00:00",East
2,0,4,1,"2000-12-03 00:00:00",East
1,1.08,11.07,4.32,"2000-12-11 00:00:00",East
1,1.28,13.12,5.12,"2000-12-05 00:00:00",East
1,1.64,16.81,6.56,"2000-12-12 00:00:00",East
2,0,34,8.5,"2000-12-28 00:00:00",East
2,0,5.6,1.4,"2000-02-15 00:00:00",East
2,0,14.8,3.7,"2000-02-03 00:00:00",East
2,0,19.6,4.9,"2000-02-09 00:00:00",East
1,5,45,18,"2000-02-14 00:00:00",East
2,0,1.6,0.4,"2000-01-22 00:00:00",East
2,0,7.6,1.9,"2000-01-24 00:00:00",East
2,0,30.8,7.7,"2000-01-11 00:00:00",East
1,5,45,18,"2000-01-15 00:00:00",East
2,0,0.6,0.2,"2000-07-04 00:00:00",East
2,0,1.2,0.4,"2000-07-08 00:00:00",East
2,0,2.4,0.8,"2000-07-17 00:00:00",East
2,0,55.8,18.6,"2000-07-21 00:00:00",East
1,7,61,25,"2000-07-10 00:00:00",East
1,1.38,13.34,5.29,"2000-06-16 00:00:00",East
1,1.56,15.08,5.98,"2000-06-16 00:00:00",East
2,0,27.6,9.2,"2000-06-12 00:00:00",East
1,3.06,29.58,11.73,"2000-06-22 00:00:00",East
2,0,32.4,10.8,"2000-06-03 00:00:00",East
1,0.15,1.35,0.54,"2000-03-25 00:00:00",East
1,0.95,8.55,3.42,"2000-03-02 00:00:00",East
2,0,10.4,2.6,"2000-03-02 00:00:00",East
2,0,29.6,7.4,"2000-03-09 00:00:00",East
1,3.9,35.1,14.04,"2000-03-04 00:00:00",East
2,0,1.5,0.6,"2000-05-16 00:00:00",East
2,0,6,2.4,"2000-05-23 00:00:00",East
2,0,42.5,17,"2000-05-07 00:00:00",East
1,5,49,20,"2000-05-16 00:00:00",East
1,0.44,4.29,1.65,"2000-11-08 00:00:00",East
1,0.44,4.29,1.65,"2000-11-11 00:00:00",East
1,0.56,5.46,2.1,"2000-11-23 00:00:00",East
2,0,7.2,1.8,"2000-11-17 00:00:00",East
2,0,8,2,"2000-11-15 00:00:00",East
2,0,24.8,6.2,"2000-11-20 00:00:00",East
1,2.56,24.96,9.6,"2000-11-20 00:00:00",East
2,0,3,1.2,"2000-10-21 00:00:00",East
2,0,7,2.8,"2000-10-23 00:00:00",East
2,0,9.5,3.8,"2000-10-18 00:00:00",East
2,0,30.5,12.2,"2000-10-02 00:00:00",East
1,5,52,21,"2000-10-22 00:00:00",East
2,0,14.5,5.8,"2000-09-04 00:00:00",East
2,0,35.5,14.2,"2000-09-18 00:00:00",East
1,5,48,19,"2000-09-02 00:00:00",East
2,0,0.4,0,"2000-04-06 00:00:00",East
2,0,0.8,0,"2000-04-27 00:00:00",East
1,0,8.6,0,"2000-04-19 00:00:00",East
2,0,12.4,0,"2000-04-12 00:00:00",East
2,0,26.4,0,"2000-04-18 00:00:00",East
1,0,34.4,0,"2000-04-25 00:00:00",East
2,0,2.4,0,"2000-08-10 00:00:00",East
1,0,3.44,0,"2000-08-09 00:00:00",East
1,0,5.16,0,"2000-08-18 00:00:00",East
1,0,34.4,0,"2000-08-21 00:00:00",East
2,0,37.6,0,"2000-08-25 00:00:00",East
2,0,7.2,0,"2000-12-26 00:00:00",East
1,0,9.46,0,"2000-12-24 00:00:00",East
2,0,15.2,0,"2000-12-06 00:00:00",East
2,0,17.6,0,"2000-12-21 00:00:00",East
1,0,33.54,0,"2000-12-07 00:00:00",East
2,0,15.2,0,"2000-02-21 00:00:00",East
2,0,24.8,0,"2000-02-26 00:00:00",East
1,0,43,0,"2000-02-09 00:00:00",East
2,0,7.2,1.8,"2000-01-12 00:00:00",East
2,0,13.2,3.3,"2000-01-28 00:00:00",East
2,0,19.6,4.9,"2000-01-04 00:00:00",East
1,4,43,17,"2000-01-20 00:00:00",East
2,0,1.6,0,"2000-07-14 00:00:00",East
1,0,2.15,0,"2000-07-04 00:00:00",East
2,0,8.4,0,"2000-07-19 00:00:00",East
2,0,11.6,0,"2000-07-04 00:00:00",East
2,0,18.4,0,"2000-07-28 00:00:00",East
1,0,40.85,0,"2000-07-13 00:00:00",East
1,0,2.58,0,"2000-06-10 00:00:00",East
1,0,6.45,0,"2000-06-13 00:00:00",East
1,0,6.88,0,"2000-06-23 00:00:00",East
1,0,27.09,0,"2000-06-07 00:00:00",East
2,0,40,0,"2000-06-22 00:00:00",East
2,0,40,0,"2000-03-14 00:00:00",East
1,0,43,0,"2000-03-21 00:00:00",East
2,0,13.2,0,"2000-05-22 00:00:00",East
2,0,26.8,0,"2000-05-20 00:00:00",East
1,0,43,0,"2000-05-12 00:00:00",East
2,0,0.8,0,"2000-11-24 00:00:00",East
2,0,1.6,0,"2000-11-16 00:00:00",East
2,0,10.4,0,"2000-11-05 00:00:00",East
2,0,27.2,0,"2000-11-21 00:00:00",East
1,0,43,0,"2000-11-17 00:00:00",East
2,0,40,0,"2000-10-05 00:00:00",East
1,0,43,0,"2000-10-17 00:00:00",East
2,0,1.2,0,"2000-09-19 00:00:00",East
2,0,8.8,0,"2000-09-06 00:00:00",East
1,0,14.62,0,"2000-09-26 00:00:00",East
1,0,28.38,0,"2000-09-03 00:00:00",East
2,0,30,0,"2000-09-11 00:00:00",East
1,1.98,14.24,5.68,"2000-04-26 00:00:00",West
1,3.96,28.48,11.36,"2000-04-20 00:00:00",West
1,4.95,35.6,14.2,"2000-04-26 00:00:00",West
2,25.2,249.2,98,"2000-04-04 00:00:00",West
2,26.1,258.1,101.5,"2000-04-10 00:00:00",West
2,38.7,382.7,150.5,"2000-04-01 00:00:00",West
1,88.11,633.68,252.76,"2000-04-08 00:00:00",West
1,127,910,364,"2000-08-12 00:00:00",West
2,120,1130,450,"2000-08-22 00:00:00",West
2,2,16.6,6.6,"2000-12-12 00:00:00",West
2,2,16.6,6.6,"2000-12-13 00:00:00",West
2,13,107.9,42.9,"2000-12-09 00:00:00",West
2,83,688.9,273.9,"2000-12-02 00:00:00",West
1,97,699,279,"2000-12-01 00:00:00",West
1,2.7,19.35,7.74,"2000-02-09 00:00:00",West
1,13.5,96.75,38.7,"2000-02-05 00:00:00",West
1,29.7,212.85,85.14,"2000-02-26 00:00:00",West
1,44.1,316.05,126.42,"2000-02-12 00:00:00",West
2,80,800,320,"2000-02-15 00:00:00",West
1,24.44,176.28,70.46,"2000-01-23 00:00:00",West
1,69.56,501.72,200.54,"2000-01-09 00:00:00",West
2,90,840,340,"2000-01-07 00:00:00",West
1,1.27,9.12,3.64,"2000-07-22 00:00:00",West
1,5.08,36.48,14.56,"2000-07-17 00:00:00",West
2,26.4,250.8,99,"2000-07-13 00:00:00",West
2,38.4,364.8,144,"2000-07-24 00:00:00",West
2,55.2,524.4,207,"2000-07-17 00:00:00",West
1,120.65,866.4,345.8,"2000-07-21 00:00:00",West
2,1.2,11.1,4.4,"2000-06-03 00:00:00",West
2,49.2,455.1,180.4,"2000-06-15 00:00:00",West
1,60.76,436.1,174.44,"2000-06-04 00:00:00",West
1,63.24,453.9,181.56,"2000-06-04 00:00:00",West
2,69.6,643.8,255.2,"2000-06-14 00:00:00",West
2,27.9,260.4,105.4,"2000-03-04 00:00:00",West
2,62.1,579.6,234.6,"2000-03-20 00:00:00",West
1,94,675,270,"2000-03-22 00:00:00",West
2,4,37.6,15.2,"2000-05-18 00:00:00",West
1,18.9,136.08,54.36,"2000-05-04 00:00:00",West
1,33.6,241.92,96.64,"2000-05-03 00:00:00",West
1,52.5,378,151,"2000-05-21 00:00:00",West
2,96,902.4,364.8,"2000-05-28 00:00:00",West
2,14.4,118.4,46.4,"2000-11-08 00:00:00",West
1,41.76,299.04,119.52,"2000-11-02 00:00:00",West
1,45.24,323.96,129.48,"2000-11-03 00:00:00",West
2,75.6,621.6,243.6,"2000-11-10 00:00:00",West
2,6.4,76.8,30.4,"2000-10-04 00:00:00",West
1,11.83,84.5,33.8,"2000-10-10 00:00:00",West
2,23.2,278.4,110.2,"2000-10-13 00:00:00",West
2,24,288,114,"2000-10-22 00:00:00",West
2,26.4,316.8,125.4,"2000-10-16 00:00:00",West
1,33.67,240.5,96.2,"2000-10-26 00:00:00",West
1,45.5,325,130,"2000-10-23 00:00:00",West
2,2,19.6,7.8,"2000-09-24 00:00:00",West
1,23.1,165.9,66.36,"2000-09-11 00:00:00",West
1,24.2,173.8,69.52,"2000-09-05 00:00:00",West
1,24.2,173.8,69.52,"2000-09-05 00:00:00",West
2,25,245,97.5,"2000-09-28 00:00:00",West
1,38.5,276.5,110.6,"2000-09-02 00:00:00",West
2,73,715.4,284.7,"2000-09-09 00:00:00",West
1,0.63,1.59,1.91,"2000-04-06 00:00:00",West
1,5.04,12.72,15.28,"2000-04-10 00:00:00",West
1,15.12,38.16,45.84,"2000-04-23 00:00:00",West
2,13.8,43.7,55.2,"2000-04-03 00:00:00",West
1,42.21,106.53,127.97,"2000-04-04 00:00:00",West
2,46.2,146.3,184.8,"2000-04-09 00:00:00",West
2,10.8,36,43.2,"2000-08-18 00:00:00",West
2,49.2,164,196.8,"2000-08-13 00:00:00",West
1,64,166,196,"2000-08-25 00:00:00",West
1,4.38,11.52,13.44,"2000-12-25 00:00:00",West
2,18.2,57.2,67.6,"2000-12-08 00:00:00",West
1,27.74,72.96,85.12,"2000-12-28 00:00:00",West
1,40.88,107.52,125.44,"2000-12-04 00:00:00",West
2,51.8,162.8,192.4,"2000-12-17 00:00:00",West
1,1.44,3.66,4.44,"2000-02-14 00:00:00",West
1,1.92,4.88,5.92,"2000-02-24 00:00:00",West
1,3.84,9.76,11.84,"2000-02-08 00:00:00",West
2,4,15,18,"2000-02-25 00:00:00",West
2,10.8,40.5,48.6,"2000-02-27 00:00:00",West
2,12,45,54,"2000-02-04 00:00:00",West
2,13.2,49.5,59.4,"2000-02-28 00:00:00",West
1,40.8,103.7,125.8,"2000-02-14 00:00:00",West
1,0.94,2.36,2.88,"2000-01-08 00:00:00",West
1,11.75,29.5,36,"2000-01-02 00:00:00",West
2,10.8,37.8,48.6,"2000-01-19 00:00:00",West
1,34.31,86.14,105.12,"2000-01-09 00:00:00",West
2,29.2,102.2,131.4,"2000-01-20 00:00:00",West
2,0.7,2.5,2.9,"2000-07-20 00:00:00",West
2,2.8,10,11.6,"2000-07-18 00:00:00",West
1,78,202,238,"2000-07-27 00:00:00",West
2,66.5,237.5,275.5,"2000-07-06 00:00:00",West
1,66,169,200,"2000-06-11 00:00:00",West
2,60,210,250,"2000-06-13 00:00:00",West
2,2,7.5,9.5,"2000-03-19 00:00:00",West
1,9.5,24.13,29.26,"2000-03-07 00:00:00",West
2,12,45,57,"2000-03-20 00:00:00",West
2,26,97.5,123.5,"2000-03-04 00:00:00",West
1,40.5,102.87,124.74,"2000-03-10 00:00:00",West
1,31.36,79.87,95.55,"2000-05-03 00:00:00",West
1,32.64,83.13,99.45,"2000-05-25 00:00:00",West
2,60,200,240,"2000-05-06 00:00:00",West
1,0.57,1.46,1.73,"2000-11-24 00:00:00",West
2,6.6,18.7,22,"2000-11-06 00:00:00",West
2,7.8,22.1,26,"2000-11-14 00:00:00",West
1,18.81,48.18,57.09,"2000-11-26 00:00:00",West
1,37.62,96.36,114.18,"2000-11-14 00:00:00",West
2,45.6,129.2,152,"2000-11-03 00:00:00",West
1,50,130,154,"2000-10-10 00:00:00",West
2,40,190,220,"2000-10-15 00:00:00",West
2,0.5,1.7,2,"2000-09-19 00:00:00",West
2,5.5,18.7,22,"2000-09-03 00:00:00",West
1,11.13,28.98,34.02,"2000-09-26 00:00:00",West
2,21,71.4,84,"2000-09-05 00:00:00",West
2,23,78.2,92,"2000-09-01 00:00:00",West
1,41.87,109.02,127.98,"2000-09-20 00:00:00",West
1,5.46,15.4,17.22,"2000-04-04 00:00:00",West
2,5.1,22.1,25.5,"2000-04-04 00:00:00",West
2,6.6,28.6,33,"2000-04-22 00:00:00",West
1,10.14,28.6,31.98,"2000-04-23 00:00:00",West
1,23.4,66,73.8,"2000-04-04 00:00:00",West
2,18.3,79.3,91.5,"2000-04-11 00:00:00",West
1,49,87,154,"2000-08-20 00:00:00",West
2,40,100,190,"2000-08-07 00:00:00",West
2,1.2,3.6,4.5,"2000-12-25 00:00:00",West
2,2,6,7.5,"2000-12-05 00:00:00",West
1,19.2,48.96,60.96,"2000-12-04 00:00:00",West
1,20.8,53.04,66.04,"2000-12-10 00:00:00",West
2,36.8,110.4,138,"2000-12-22 00:00:00",West
1,6.6,26.4,20.8,"2000-02-10 00:00:00",West
2,10.8,57.6,46.8,"2000-02-27 00:00:00",West
2,19.2,102.4,83.2,"2000-02-24 00:00:00",West
1,26.4,105.6,83.2,"2000-02-06 00:00:00",West
1,0.3,1.45,0.95,"2000-01-14 00:00:00",West
2,1.6,14.4,8.8,"2000-01-05 00:00:00",West
1,3.3,15.95,10.45,"2000-01-24 00:00:00",West
1,3.9,18.85,12.35,"2000-01-05 00:00:00",West
1,22.5,108.75,71.25,"2000-01-04 00:00:00",West
2,18.4,165.6,101.2,"2000-01-05 00:00:00",West
2,2.4,6,11.4,"2000-07-24 00:00:00",West
2,10.4,26,49.4,"2000-07-10 00:00:00",West
2,10.4,26,49.4,"2000-07-03 00:00:00",West
2,16.8,42,79.8,"2000-07-27 00:00:00",West
1,49,87,154,"2000-07-24 00:00:00",West
1,0.9,1.92,2.82,"2000-06-16 00:00:00",West
1,9.45,20.16,29.61,"2000-06-07 00:00:00",West
1,34.65,73.92,108.57,"2000-06-03 00:00:00",West
2,40,120,170,"2000-06-09 00:00:00",West
1,3.74,13.75,11.99,"2000-03-21 00:00:00",West
2,3.9,19.5,16.9,"2000-03-14 00:00:00",West
1,30.26,111.25,97.01,"2000-03-26 00:00:00",West
2,26.1,130.5,113.1,"2000-03-10 00:00:00",West
2,2.7,11.7,14.4,"2000-05-13 00:00:00",West
1,13.6,36.04,43.18,"2000-05-10 00:00:00",West
2,11.1,48.1,59.2,"2000-05-07 00:00:00",West
2,16.2,70.2,86.4,"2000-05-04 00:00:00",West
1,26.4,69.96,83.82,"2000-05-24 00:00:00",West
1,2.16,6.96,6.78,"2000-11-04 00:00:00",West
1,2.88,9.28,9.04,"2000-11-25 00:00:00",West
1,30.96,99.76,97.18,"2000-11-25 00:00:00",West
2,30,130,130,"2000-11-11 00:00:00",West
1,0.39,1.09,1.22,"2000-10-03 00:00:00",West
1,38.61,107.91,120.78,"2000-10-08 00:00:00",West
2,30,150,170,"2000-10-20 00:00:00",West
1,39,109,122,"2000-09-03 00:00:00",West
2,30,130,150,"2000-09-15 00:00:00",West
2,100,280,120,"2000-04-11 00:00:00",West
1,113,298,125,"2000-04-11 00:00:00",West
1,3.12,8.24,3.46,"2000-08-28 00:00:00",West
1,7.8,20.6,8.65,"2000-08-16 00:00:00",West
2,30.8,85.8,35.2,"2000-08-10 00:00:00",West
2,109.2,304.2,124.8,"2000-08-04 00:00:00",West
1,145.08,383.16,160.89,"2000-08-16 00:00:00",West
2,55,155,65,"2000-12-21 00:00:00",West
2,55,155,65,"2000-12-19 00:00:00",West
1,122,322,135,"2000-12-17 00:00:00",West
2,13,35.1,14.3,"2000-02-16 00:00:00",West
1,25.3,66.7,27.83,"2000-02-15 00:00:00",West
1,41.8,110.2,45.98,"2000-02-16 00:00:00",West
1,42.9,113.1,47.19,"2000-02-21 00:00:00",West
2,87,234.9,95.7,"2000-02-19 00:00:00",West
2,2.7,7.2,3,"2000-01-25 00:00:00",West
2,10.8,28.8,12,"2000-01-24 00:00:00",West
2,27,72,30,"2000-01-25 00:00:00",West
1,38,100,42,"2000-01-25 00:00:00",West
2,49.5,132,55,"2000-01-13 00:00:00",West
1,57,150,63,"2000-01-11 00:00:00",West
1,1.47,3.87,1.62,"2000-07-04 00:00:00",West
2,16.9,48.1,19.5,"2000-07-13 00:00:00",West
1,23.52,61.92,25.92,"2000-07-22 00:00:00",West
1,32.34,85.14,35.64,"2000-07-01 00:00:00",West
2,45.5,129.5,52.5,"2000-07-27 00:00:00",West
2,67.6,192.4,78,"2000-07-17 00:00:00",West
1,89.67,236.07,98.82,"2000-07-07 00:00:00",West
2,33.6,92.4,36.4,"2000-06-24 00:00:00",West
1,36.68,96.6,40.32,"2000-06-04 00:00:00",West
2,86.4,237.6,93.6,"2000-06-20 00:00:00",West
1,94.32,248.4,103.68,"2000-06-13 00:00:00",West
2,100,280,120,"2000-03-14 00:00:00",West
1,113,298,125,"2000-03-20 00:00:00",West
1,1.09,2.89,1.21,"2000-05-15 00:00:00",West
1,3.27,8.67,3.63,"2000-05-26 00:00:00",West
2,100,270,110,"2000-05-22 00:00:00",West
1,104.64,277.44,116.16,"2000-05-27 00:00:00",West
1,1.09,2.89,1.21,"2000-11-12 00:00:00",West
1,5.45,14.45,6.05,"2000-11-02 00:00:00",West
1,15.26,40.46,16.94,"2000-11-10 00:00:00",West
2,41,114.8,45.1,"2000-11-03 00:00:00",West
2,59,165.2,64.9,"2000-11-26 00:00:00",West
1,87.2,231.2,96.8,"2000-11-20 00:00:00",West
1,28.25,74.5,31.25,"2000-10-25 00:00:00",West
2,29.7,89.1,36.3,"2000-10-25 00:00:00",West
2,60.3,180.9,73.7,"2000-10-09 00:00:00",West
1,84.75,223.5,93.75,"2000-10-20 00:00:00",West
2,1,2.7,1.1,"2000-09-13 00:00:00",West
2,1,2.7,1.1,"2000-09-19 00:00:00",West
2,98,264.6,107.8,"2000-09-16 00:00:00",West
1,110,290,121,"2000-09-28 00:00:00",West
2,70,560,240,"2000-04-16 00:00:00",West
1,83,587,252,"2000-04-04 00:00:00",West
2,13.5,97.5,42,"2000-08-28 00:00:00",West
2,76.5,552.5,238,"2000-08-20 00:00:00",West
1,97,687,295,"2000-08-13 00:00:00",West
2,6.3,49.5,21.6,"2000-12-04 00:00:00",West
2,9.8,77,33.6,"2000-12-02 00:00:00",West
1,21.87,155.52,66.69,"2000-12-04 00:00:00",West
1,22.68,161.28,69.16,"2000-12-16 00:00:00",West
2,23.1,181.5,79.2,"2000-12-08 00:00:00",West
2,30.8,242,105.6,"2000-12-01 00:00:00",West
1,36.45,259.2,111.15,"2000-12-04 00:00:00",West
2,70,520,220,"2000-02-16 00:00:00",West
1,77,545,234,"2000-02-04 00:00:00",West
2,2.8,20.8,8.8,"2000-01-09 00:00:00",West
1,4.62,32.76,14.04,"2000-01-02 00:00:00",West
1,6.93,49.14,21.06,"2000-01-17 00:00:00",West
1,65.45,464.1,198.9,"2000-01-04 00:00:00",West
2,67.2,499.2,211.2,"2000-01-17 00:00:00",West
2,0.9,6.5,2.7,"2000-07-15 00:00:00",West
2,13.5,97.5,40.5,"2000-07-05 00:00:00",West
2,14.4,104,43.2,"2000-07-16 00:00:00",West
1,28.8,203.4,87.3,"2000-07-14 00:00:00",West
2,61.2,442,183.6,"2000-07-03 00:00:00",West
1,67.2,474.6,203.7,"2000-07-17 00:00:00",West
1,20.47,145.82,62.56,"2000-06-02 00:00:00",West
1,68.53,488.18,209.44,"2000-06-09 00:00:00",West
2,80,600,260,"2000-06-17 00:00:00",West
2,0.7,5.4,2.3,"2000-03-21 00:00:00",West
2,7.7,59.4,25.3,"2000-03-11 00:00:00",West
2,8.4,64.8,27.6,"2000-03-24 00:00:00",West
2,53.2,410.4,174.8,"2000-03-27 00:00:00",West
1,80,567,243,"2000-03-24 00:00:00",West
1,12.04,85.68,36.82,"2000-05-22 00:00:00",West
2,12,87,37.5,"2000-05-17 00:00:00",West
1,14.62,104.04,44.71,"2000-05-06 00:00:00",West
1,18.06,128.52,55.23,"2000-05-26 00:00:00",West
1,41.28,293.76,126.24,"2000-05-18 00:00:00",West
2,68,493,212.5,"2000-05-18 00:00:00",West
1,6,42.56,18.24,"2000-11-12 00:00:00",West
1,9.75,69.16,29.64,"2000-11-08 00:00:00",West
1,27,191.52,82.08,"2000-11-20 00:00:00",West
2,30.1,219.3,94.6,"2000-11-24 00:00:00",West
1,32.25,228.76,98.04,"2000-11-25 00:00:00",West
2,39.9,290.7,125.4,"2000-11-21 00:00:00",West
2,9.6,88,36.8,"2000-10-03 00:00:00",West
2,23.4,214.5,89.7,"2000-10-22 00:00:00",West
2,27,247.5,103.5,"2000-10-21 00:00:00",West
1,35.28,251.16,107.94,"2000-10-18 00:00:00",West
1,48.72,346.84,149.06,"2000-10-03 00:00:00",West
1,24.9,176.7,75.9,"2000-09-15 00:00:00",West
1,28.22,200.26,86.02,"2000-09-21 00:00:00",West
1,29.88,212.04,91.08,"2000-09-10 00:00:00",West
2,70,560,240,"2000-09-17 00:00:00",West
2,2.4,18,8.8,"2000-04-26 00:00:00",West
1,12.54,90.82,45.41,"2000-04-12 00:00:00",West
2,24,180,88,"2000-04-26 00:00:00",West
2,33.6,252,123.2,"2000-04-15 00:00:00",West
1,53.46,387.18,193.59,"2000-04-15 00:00:00",West
1,0.74,5.32,2.66,"2000-08-03 00:00:00",West
1,5.92,42.56,21.28,"2000-08-03 00:00:00",West
1,67.34,484.12,242.06,"2000-08-22 00:00:00",West
2,70,510,250,"2000-08-09 00:00:00",West
2,7.8,62.4,31.2,"2000-12-06 00:00:00",West
2,22.8,182.4,91.2,"2000-12-25 00:00:00",West
2,29.4,235.2,117.6,"2000-12-05 00:00:00",West
1,70,501,250,"2000-12-03 00:00:00",West
1,0.63,4.57,2.28,"2000-02-06 00:00:00",West
1,8.19,59.41,29.64,"2000-02-22 00:00:00",West
1,54.18,393.02,196.08,"2000-02-05 00:00:00",West
2,50,430,210,"2000-02-20 00:00:00",West
1,6.93,50.16,25.08,"2000-01-23 00:00:00",West
2,23,197.8,96.6,"2000-01-23 00:00:00",West
2,27,232.2,113.4,"2000-01-24 00:00:00",West
1,56.07,405.84,202.92,"2000-01-10 00:00:00",West
2,70,510,250,"2000-07-15 00:00:00",West
1,74,532,266,"2000-07-26 00:00:00",West
2,24.6,205,98.4,"2000-06-02 00:00:00",West
1,35.28,255.29,127.4,"2000-06-28 00:00:00",West
1,36.72,265.71,132.6,"2000-06-14 00:00:00",West
2,35.4,295,141.6,"2000-06-24 00:00:00",West
2,3.6,27,13.2,"2000-03-08 00:00:00",West
2,13.2,99,48.4,"2000-03-05 00:00:00",West
2,15.6,117,57.2,"2000-03-02 00:00:00",West
2,27.6,207,101.2,"2000-03-25 00:00:00",West
1,66,478,239,"2000-03-23 00:00:00",West
1,1.44,10.42,5.2,"2000-05-05 00:00:00",West
2,4.2,35,16.8,"2000-05-13 00:00:00",West
1,28.8,208.4,104,"2000-05-02 00:00:00",West
1,41.76,302.18,150.8,"2000-05-18 00:00:00",West
2,55.8,465,223.2,"2000-05-16 00:00:00",West
1,6.49,46.53,23.21,"2000-11-10 00:00:00",West
1,16.52,118.44,59.08,"2000-11-26 00:00:00",West
1,17.7,126.9,63.3,"2000-11-24 00:00:00",West
1,18.29,131.13,65.41,"2000-11-27 00:00:00",West
2,50,410,200,"2000-11-20 00:00:00",West
2,50,430,210,"2000-10-23 00:00:00",West
1,66,478,239,"2000-10-09 00:00:00",West
2,13.2,103.4,50.6,"2000-09-19 00:00:00",West
2,46.8,366.6,179.4,"2000-09-13 00:00:00",West
1,69,498,249,"2000-09-04 00:00:00",West
1,7.68,54.72,25.08,"2000-04-12 00:00:00",West
1,56.32,401.28,183.92,"2000-04-04 00:00:00",West
2,50,400,170,"2000-04-25 00:00:00",West
2,0.8,5.9,2.6,"2000-08-12 00:00:00",West
2,4.8,35.4,15.6,"2000-08-12 00:00:00",West
2,74.4,548.7,241.8,"2000-08-19 00:00:00",West
1,96,678,311,"2000-08-16 00:00:00",West
1,2.22,15.75,7.23,"2000-12-10 00:00:00",West
1,2.96,21,9.64,"2000-12-14 00:00:00",West
2,3.5,24,11,"2000-12-11 00:00:00",West
2,5.6,38.4,17.6,"2000-12-21 00:00:00",West
1,11.84,84,38.56,"2000-12-16 00:00:00",West
2,13.3,91.2,41.8,"2000-12-05 00:00:00",West
2,47.6,326.4,149.6,"2000-12-10 00:00:00",West
1,56.98,404.25,185.57,"2000-12-09 00:00:00",West
2,0.5,4,1.8,"2000-02-25 00:00:00",West
2,1,8,3.6,"2000-02-09 00:00:00",West
2,20,160,72,"2000-02-03 00:00:00",West
1,27.72,195.3,89.46,"2000-02-15 00:00:00",West
2,28.5,228,102.6,"2000-02-20 00:00:00",West
1,38.28,269.7,123.54,"2000-02-25 00:00:00",West
1,3.2,22.6,10.35,"2000-01-08 00:00:00",West
1,6.4,45.2,20.7,"2000-01-15 00:00:00",West
1,7.04,49.72,22.77,"2000-01-13 00:00:00",West
1,47.36,334.48,153.18,"2000-01-21 00:00:00",West
2,50,390,170,"2000-01-01 00:00:00",West
1,1.6,11.34,5.2,"2000-07-24 00:00:00",West
1,28.8,204.12,93.6,"2000-07-20 00:00:00",West
1,49.6,351.54,161.2,"2000-07-03 00:00:00",West
2,60,490,220,"2000-07-22 00:00:00",West
2,2.4,18.4,8,"2000-06-27 00:00:00",West
1,11.25,79.8,36.6,"2000-06-21 00:00:00",West
2,19.2,147.2,64,"2000-06-25 00:00:00",West
2,38.4,294.4,128,"2000-06-14 00:00:00",West
1,63.75,452.2,207.4,"2000-06-16 00:00:00",West
1,3.96,28.02,12.84,"2000-03-03 00:00:00",West
2,8.5,69.7,30.6,"2000-03-24 00:00:00",West
1,10.56,74.72,34.24,"2000-03-25 00:00:00",West
2,16.5,135.3,59.4,"2000-03-12 00:00:00",West
2,25,205,90,"2000-03-09 00:00:00",West
1,51.48,364.26,166.92,"2000-03-09 00:00:00",West
2,9.6,72,32,"2000-05-04 00:00:00",West
2,50.4,378,168,"2000-05-11 00:00:00",West
1,72,512,235,"2000-05-08 00:00:00",West
2,60,450,210,"2000-11-27 00:00:00",West
1,69,490,225,"2000-11-04 00:00:00",West
2,5,41,19,"2000-10-12 00:00:00",West
2,45,369,171,"2000-10-23 00:00:00",West
1,74,520,239,"2000-10-18 00:00:00",West
2,60,480,210,"2000-09-25 00:00:00",West
1,77,546,251,"2000-09-25 00:00:00",West
2,0.6,4.5,1.8,"2000-04-25 00:00:00",West
2,1.8,13.5,5.4,"2000-04-04 00:00:00",West
2,6.8,51,20.4,"2000-04-24 00:00:00",West
1,12.25,87.22,38.22,"2000-04-01 00:00:00",West
2,10.8,81,32.4,"2000-04-12 00:00:00",West
1,12.75,90.78,39.78,"2000-04-02 00:00:00",West
2,1.8,18,7.2,"2000-08-14 00:00:00",West
1,5.78,40.8,17.68,"2000-08-25 00:00:00",West
1,11.22,79.2,34.32,"2000-08-14 00:00:00",West
2,8.2,82,32.8,"2000-08-15 00:00:00",West
2,0.1,0.9,0.4,"2000-12-18 00:00:00",West
1,4.9,34.65,15.05,"2000-12-08 00:00:00",West
1,9.1,64.35,27.95,"2000-12-14 00:00:00",West
2,9.9,89.1,39.6,"2000-12-13 00:00:00",West
2,20,160,70,"2000-02-04 00:00:00",West
1,27,190,83,"2000-02-18 00:00:00",West
1,1.08,7.6,3.32,"2000-01-20 00:00:00",West
1,9.18,64.6,28.22,"2000-01-02 00:00:00",West
1,16.74,117.8,51.46,"2000-01-02 00:00:00",West
2,20,160,70,"2000-01-13 00:00:00",West
