sales,region,SKU_ALIAS,marketing,UDAMKTSIZE
5.07,East,Cola,0.84,"Small Market"
8.5,East,Cola,1,"Small Market"
28.9,East,Cola,3.4,"Small Market"
132.6,East,Cola,15.6,"Small Market"
160.55,East,Cola,26.6,"Small Market"
170,East,Cola,20,"Small Market"
169,East,Cola,28,"Small Market"
1.9,East,Cola,0.3,"Small Market"
1.89,East,Cola,0.32,"Small Market"
17.01,East,Cola,2.88,"Small Market"
60.8,East,Cola,9.6,"Small Market"
127.3,East,Cola,20.1,"Small Market"
170.1,East,Cola,28.8,"Small Market"
10.38,East,Cola,1.74,"Small Market"
25.2,East,Cola,2.8,"Small Market"
48.6,East,Cola,5.4,"Small Market"
106.2,East,Cola,11.8,"Small Market"
162.62,East,Cola,27.26,"Small Market"
7.2,East,Cola,1.2,"Small Market"
19.8,East,Cola,3.3,"Small Market"
52.2,East,Cola,8.7,"Small Market"
100.8,East,Cola,16.8,"Small Market"
184,East,Cola,31,"Small Market"
5.31,East,Cola,0.9,"Small Market"
26.55,East,Cola,4.5,"Small Market"
170,East,Cola,10,"Small Market"
145.14,East,Cola,24.6,"Small Market"
9,East,Cola,1.2,"Small Market"
28.5,East,Cola,3.8,"Small Market"
36,East,Cola,4.8,"Small Market"
76.5,East,Cola,10.2,"Small Market"
150,East,Cola,25,"Small Market"
5.53,East,Cola,0.91,"Small Market"
7.2,East,Cola,0.8,"Small Market"
11.06,East,Cola,1.82,"Small Market"
23.4,East,Cola,2.6,"Small Market"
27,East,Cola,3,"Small Market"
25.28,East,Cola,4.16,"Small Market"
32.4,East,Cola,3.6,"Small Market"
37.13,East,Cola,6.11,"Small Market"
23.22,East,Cola,3.78,"Small Market"
26.66,East,Cola,4.34,"Small Market"
36,East,Cola,3.6,"Small Market"
36.12,East,Cola,5.88,"Small Market"
64,East,Cola,6.4,"Small Market"
6,East,Cola,0.6,"Small Market"
15,East,Cola,1.5,"Small Market"
79,East,Cola,7.9,"Small Market"
88,East,Cola,14,"Small Market"
74,East,Cola,12,"Small Market"
90,East,Cola,10,"Small Market"
3.8,East,Cola,0.6,"Small Market"
9.12,East,Cola,1.44,"Small Market"
18,East,Cola,2,"Small Market"
18.9,East,Cola,2.1,"Small Market"
53.1,East,Cola,5.9,"Small Market"
63.08,East,Cola,9.96,"Small Market"
1,East,Cola,0.1,"Small Market"
16.4,East,Cola,2.6,"Small Market"
47,East,Cola,4.7,"Small Market"
52,East,Cola,5.2,"Small Market"
65.6,East,Cola,10.4,"Small Market"
12,East,Cola,1.2,"Small Market"
13,East,Cola,1.3,"Small Market"
13,East,Cola,1.3,"Small Market"
62,East,Cola,6.2,"Small Market"
82,East,Cola,13,"Small Market"
3.75,East,Cola,0.6,"Small Market"
14.4,East,Cola,1.6,"Small Market"
36,East,Cola,4,"Small Market"
39.6,East,Cola,4.4,"Small Market"
71.25,East,Cola,11.4,"Small Market"
3.24,East,Cola,0.52,"Small Market"
4,East,Cola,0.4,"Small Market"
15.39,East,Cola,2.47,"Small Market"
18,East,Cola,1.8,"Small Market"
62.37,East,Cola,10.01,"Small Market"
78,East,Cola,7.8,"Small Market"
2.4,East,Cola,0.3,"Small Market"
3.2,East,Cola,0.4,"Small Market"
11.84,East,Cola,1.92,"Small Market"
19.98,East,Cola,3.24,"Small Market"
32,East,Cola,4,"Small Market"
42.4,East,Cola,5.3,"Small Market"
42.18,East,Cola,6.84,"Small Market"
5.39,East,Cola,0.84,"Small Market"
25,East,Cola,2.5,"Small Market"
75,East,Cola,7.5,"Small Market"
71.61,East,Cola,11.16,"Small Market"
21.84,East,Cola,3.6,"Small Market"
47.3,East,Cola,4.3,"Small Market"
62.7,East,Cola,5.7,"Small Market"
69.16,East,Cola,11.4,"Small Market"
9.9,East,Cola,0.9,"Small Market"
37.4,East,Cola,3.4,"Small Market"
62.7,East,Cola,5.7,"Small Market"
125,East,Cola,16,"Small Market"
12.8,East,Cola,1.68,"Small Market"
150,East,Cola,10,"Small Market"
147.2,East,Cola,19.32,"Small Market"
100,East,Cola,10,"Small Market"
122,East,Cola,15,"Small Market"
100,East,Cola,10,"Small Market"
114,East,Cola,14,"Small Market"
1.1,East,Cola,0.1,"Small Market"
3.3,East,Cola,0.3,"Small Market"
13.2,East,Cola,1.2,"Small Market"
28.8,East,Cola,3.6,"Small Market"
91.2,East,Cola,11.4,"Small Market"
92.4,East,Cola,8.4,"Small Market"
19.5,East,Cola,1.3,"Small Market"
39,East,Cola,2.6,"Small Market"
91.5,East,Cola,6.1,"Small Market"
160,East,Cola,21,"Small Market"
140,East,Cola,10,"Small Market"
156,East,Cola,20,"Small Market"
38.08,East,Cola,4.8,"Small Market"
52.8,East,Cola,4.8,"Small Market"
57.2,East,Cola,5.2,"Small Market"
80.92,East,Cola,10.2,"Small Market"
4.8,East,Cola,0.4,"Small Market"
6,East,Cola,0.5,"Small Market"
27.6,East,Cola,2.3,"Small Market"
81.6,East,Cola,6.8,"Small Market"
132,East,Cola,17,"Small Market"
35.1,East,Cola,3.9,"Small Market"
54.9,East,Cola,6.1,"Small Market"
41.42,East,Cola,5.32,"Small Market"
67.58,East,Cola,8.68,"Small Market"
13.5,East,Cola,0,"Small Market"
14.4,East,Cola,0,"Small Market"
18.9,East,Cola,0,"Small Market"
43.2,East,Cola,0,"Small Market"
114,East,Cola,14,"Small Market"
38.92,East,Cola,5.04,"Small Market"
41.7,East,Cola,5.4,"Small Market"
58.38,East,Cola,7.56,"Small Market"
130,East,Cola,10,"Small Market"
3,East,Cola,0.2,"Small Market"
13.5,East,Cola,0.9,"Small Market"
27.5,East,Cola,3.52,"Small Market"
97.5,East,Cola,12.48,"Small Market"
133.5,East,Cola,8.9,"Small Market"
24,East,Cola,2.4,"Small Market"
24,East,Cola,2.4,"Small Market"
46.4,East,Cola,6.09,"Small Market"
113.6,East,Cola,14.91,"Small Market"
152,East,Cola,15.2,"Small Market"
40.6,East,Cola,2.9,"Small Market"
99.4,East,Cola,7.1,"Small Market"
122,East,Cola,15,"Small Market"
53.58,East,Cola,6.58,"Small Market"
65.8,East,Cola,4.7,"Small Market"
60.42,East,Cola,7.42,"Small Market"
74.2,East,Cola,5.3,"Small Market"
3.6,East,Cola,0.45,"Small Market"
6,East,Cola,0.75,"Small Market"
7.5,East,Cola,0.5,"Small Market"
18,East,Cola,1.2,"Small Market"
51.6,East,Cola,6.45,"Small Market"
58.8,East,Cola,7.35,"Small Market"
124.5,East,Cola,8.3,"Small Market"
160,East,Cola,21,"Small Market"
200,East,Cola,20,"Small Market"
3.12,East,Cola,0.4,"Small Market"
70.2,East,Cola,9,"Small Market"
82.68,East,Cola,10.6,"Small Market"
190,East,Cola,10,"Small Market"
4.2,East,Cola,0.3,"Small Market"
16.8,East,Cola,1.2,"Small Market"
18.2,East,Cola,1.3,"Small Market"
100.8,East,Cola,7.2,"Small Market"
119,East,Cola,15,"Small Market"
1.6,East,Cola,0.1,"Small Market"
8,East,Cola,0.5,"Small Market"
17.6,East,Cola,1.1,"Small Market"
132.8,East,Cola,8.3,"Small Market"
132,East,Cola,17,"Small Market"
13.08,East,Cola,1.68,"Small Market"
42.51,East,Cola,5.46,"Small Market"
53.41,East,Cola,6.86,"Small Market"
120,East,Cola,10,"Small Market"
160,East,Cola,10,"Small Market"
114,East,Cola,14,"Small Market"
62.9,East,Cola,3.7,"Small Market"
107.1,East,Cola,6.3,"Small Market"
139,East,Cola,18,"Small Market"
261.3,East,Cola,31.2,"Small Market"
306.16,East,Cola,42.57,"Small Market"
405.84,East,Cola,56.43,"Small Market"
408.7,East,Cola,48.8,"Small Market"
54.6,East,Cola,7.62,"Small Market"
146.2,East,Cola,18.7,"Small Market"
189.2,East,Cola,24.2,"Small Market"
258,East,Cola,33,"Small Market"
266.6,East,Cola,34.1,"Small Market"
855.4,East,Cola,119.38,"Small Market"
6.2,East,Cola,0.8,"Small Market"
31,East,Cola,4,"Small Market"
55.8,East,Cola,7.2,"Small Market"
90.87,East,Cola,12.61,"Small Market"
111.84,East,Cola,15.52,"Small Market"
496.29,East,Cola,68.87,"Small Market"
527,East,Cola,68,"Small Market"
18.3,East,Cola,2.4,"Small Market"
213.5,East,Cola,28,"Small Market"
378.2,East,Cola,49.6,"Small Market"
645,East,Cola,90,"Small Market"
6.4,East,Cola,0.8,"Small Market"
33.9,East,Cola,4.7,"Small Market"
38.4,East,Cola,4.8,"Small Market"
51.2,East,Cola,6.4,"Small Market"
544,East,Cola,68,"Small Market"
644.1,East,Cola,89.3,"Small Market"
136.8,East,Cola,19.05,"Small Market"
346.56,East,Cola,48.26,"Small Market"
428.64,East,Cola,59.69,"Small Market"
860,East,Cola,110,"Small Market"
8.4,East,Cola,1.1,"Small Market"
33.6,East,Cola,4.4,"Small Market"
58.8,East,Cola,7.7,"Small Market"
204.7,East,Cola,28.52,"Small Market"
240.3,East,Cola,33.48,"Small Market"
445,East,Cola,62,"Small Market"
739.2,East,Cola,96.8,"Small Market"
57.6,East,Cola,7.2,"Small Market"
582.4,East,Cola,72.8,"Small Market"
675,East,Cola,94,"Small Market"
7.56,East,Cola,1.05,"Small Market"
7.56,East,Cola,1.05,"Small Market"
7.56,East,Cola,1.05,"Small Market"
28.4,East,Cola,3.6,"Small Market"
56.8,East,Cola,7.2,"Small Market"
624.8,East,Cola,79.2,"Small Market"
733.32,East,Cola,101.85,"Small Market"
11.2,East,Cola,1.4,"Small Market"
548.8,East,Cola,68.6,"Small Market"
623,East,Cola,87,"Small Market"
5.4,East,Cola,0.7,"Small Market"
16.2,East,Cola,2.1,"Small Market"
518.4,East,Cola,67.2,"Small Market"
650,East,Cola,91,"Small Market"
120,East,Cola,14.4,"Small Market"
210,East,Cola,25.2,"Small Market"
331.8,East,Cola,46.2,"Small Market"
420,East,Cola,50.4,"Small Market"
458.2,East,Cola,63.8,"Small Market"
6.6,East,Cola,0.6,"Small Market"
11,East,Cola,1,"Small Market"
28.89,East,Cola,3.51,"Small Market"
78.11,East,Cola,9.49,"Small Market"
92.4,East,Cola,8.4,"Small Market"
1.7,East,Cola,0.2,"Small Market"
3.2,East,Cola,0,"Small Market"
3.4,East,Cola,0.4,"Small Market"
10.2,East,Cola,1.2,"Small Market"
19.2,East,Cola,0,"Small Market"
19.2,East,Cola,0,"Small Market"
38.4,East,Cola,0,"Small Market"
69.7,East,Cola,8.2,"Small Market"
32.32,East,Cola,4.16,"Small Market"
68.68,East,Cola,8.84,"Small Market"
90,East,Cola,10,"Small Market"
3.9,East,Cola,0.3,"Small Market"
5.2,East,Cola,0.4,"Small Market"
27.3,East,Cola,2.1,"Small Market"
43.52,East,Cola,5.44,"Small Market"
93.6,East,Cola,7.2,"Small Market"
84.48,East,Cola,10.56,"Small Market"
7,East,Cola,0.9,"Small Market"
8.4,East,Cola,1.08,"Small Market"
29.4,East,Cola,3.78,"Small Market"
95.2,East,Cola,12.24,"Small Market"
140,East,Cola,10,"Small Market"
33.15,East,Cola,3.9,"Small Market"
51.85,East,Cola,6.1,"Small Market"
80,East,Cola,0,"Small Market"
90,East,Cola,10,"Small Market"
93,East,Cola,12,"Small Market"
4.8,East,Cola,0.4,"Small Market"
8.47,East,Cola,1.05,"Small Market"
19.36,East,Cola,2.4,"Small Market"
46.8,East,Cola,3.9,"Small Market"
68.4,East,Cola,5.7,"Small Market"
93.17,East,Cola,11.55,"Small Market"
26.78,East,Cola,3.38,"Small Market"
33,East,Cola,3.3,"Small Market"
67,East,Cola,6.7,"Small Market"
76.22,East,Cola,9.62,"Small Market"
12.54,East,Cola,1.54,"Small Market"
13.68,East,Cola,1.68,"Small Market"
87.78,East,Cola,10.78,"Small Market"
110,East,Cola,10,"Small Market"
3.21,East,Cola,0.39,"Small Market"
48,East,Cola,0,"Small Market"
38.52,East,Cola,4.68,"Small Market"
52,East,Cola,0,"Small Market"
65.27,East,Cola,7.93,"Small Market"
12.1,East,Cola,1.1,"Small Market"
11.77,East,Cola,1.43,"Small Market"
19.26,East,Cola,2.34,"Small Market"
30.8,East,Cola,2.8,"Small Market"
67.1,East,Cola,6.1,"Small Market"
75.97,East,Cola,9.23,"Small Market"
2.6,East,Cola,0.2,"Small Market"
2.6,East,Cola,0.2,"Small Market"
18.2,East,Cola,1.4,"Small Market"
106.6,East,Cola,8.2,"Small Market"
106,East,Cola,15,"Small Market"
66.65,East,Cola,9.46,"Small Market"
88.35,East,Cola,12.54,"Small Market"
190,East,Cola,20,"Small Market"
1.85,East,Cola,0.26,"Small Market"
3.7,East,Cola,0.52,"Small Market"
55,East,Cola,5,"Small Market"
74.8,East,Cola,6.8,"Small Market"
90.2,East,Cola,8.2,"Small Market"
179.45,East,Cola,25.22,"Small Market"
1.2,East,Cola,0.1,"Small Market"
2.4,East,Cola,0.2,"Small Market"
48,East,Cola,4,"Small Market"
68.4,East,Cola,5.7,"Small Market"
100,East,Cola,14,"Small Market"
44,East,Cola,6.16,"Small Market"
56,East,Cola,7.84,"Small Market"
120,East,Cola,10,"Small Market"
12.22,East,Cola,1.69,"Small Market"
15.4,East,Cola,1.4,"Small Market"
29.14,East,Cola,4.03,"Small Market"
52.64,East,Cola,7.28,"Small Market"
94.6,East,Cola,8.6,"Small Market"
26.4,East,Cola,2.2,"Small Market"
25.74,East,Cola,3.64,"Small Market"
42,East,Cola,3.5,"Small Market"
51.6,East,Cola,4.3,"Small Market"
73.26,East,Cola,10.36,"Small Market"
1.96,East,Cola,0.28,"Small Market"
18.62,East,Cola,2.66,"Small Market"
22.54,East,Cola,3.22,"Small Market"
54.88,East,Cola,7.84,"Small Market"
120,East,Cola,10,"Small Market"
15.6,East,Cola,1.3,"Small Market"
104.4,East,Cola,8.7,"Small Market"
99,East,Cola,14,"Small Market"
2.3,East,Cola,0.3,"Small Market"
6,East,Cola,0.87,"Small Market"
13.8,East,Cola,1.8,"Small Market"
213.9,East,Cola,27.9,"Small Market"
194,East,Cola,28.13,"Small Market"
95.7,East,Cola,6.6,"Small Market"
194.3,East,Cola,13.4,"Small Market"
205,East,Cola,29,"Small Market"
2.8,East,Cola,0.4,"Small Market"
4.2,East,Cola,0.6,"Small Market"
44.2,East,Cola,2.6,"Small Market"
40.6,East,Cola,5.8,"Small Market"
57.8,East,Cola,3.4,"Small Market"
68,East,Cola,4,"Small Market"
92.4,East,Cola,13.2,"Small Market"
28,East,Cola,2,"Small Market"
112,East,Cola,8,"Small Market"
119,East,Cola,16,"Small Market"
8.4,East,Cola,0.6,"Small Market"
19.6,East,Cola,1.4,"Small Market"
20.52,East,Cola,2.7,"Small Market"
28,East,Cola,2,"Small Market"
25.08,East,Cola,3.3,"Small Market"
68.4,East,Cola,9,"Small Market"
84,East,Cola,6,"Small Market"
110,East,Cola,10,"Small Market"
98,East,Cola,13,"Small Market"
15.5,East,Cola,2.1,"Small Market"
69.75,East,Cola,9.45,"Small Market"
69.75,East,Cola,9.45,"Small Market"
190,East,Cola,20,"Small Market"
160,East,Cola,22,"Small Market"
200,East,Cola,20,"Small Market"
12.22,East,Cola,1.56,"Small Market"
81.78,East,Cola,10.44,"Small Market"
110,East,Cola,10,"Small Market"
13.44,East,Cola,1.8,"Small Market"
14.56,East,Cola,1.95,"Small Market"
19.6,East,Cola,1.4,"Small Market"
30.8,East,Cola,2.2,"Small Market"
40.32,East,Cola,5.4,"Small Market"
43.68,East,Cola,5.85,"Small Market"
89.6,East,Cola,6.4,"Small Market"
14.4,East,Cola,0.8,"Small Market"
19.8,East,Cola,1.1,"Small Market"
40.23,East,Cola,5.4,"Small Market"
108.77,East,Cola,14.6,"Small Market"
145.8,East,Cola,8.1,"Small Market"
116,East,Cola,15,"Small Market"
140,East,Cola,10,"Small Market"
1.28,East,Cola,0.17,"Small Market"
2.56,East,Cola,0.34,"Small Market"
5.12,East,Cola,0.68,"Small Market"
21,East,Cola,1.4,"Small Market"
51,East,Cola,3.4,"Small Market"
78,East,Cola,5.2,"Small Market"
119.04,East,Cola,15.81,"Small Market"
21,East,Cola,1,"Small Market"
189,East,Cola,9,"Small Market"
144,East,Cola,19,"Small Market"
16.44,East,Cola,2.16,"Small Market"
120.56,East,Cola,15.84,"Small Market"
170,East,Cola,10,"Small Market"
36.48,East,Cola,5.12,"Small Market"
62.7,East,Cola,6.6,"Small Market"
127.68,East,Cola,17.92,"Small Market"
153.9,East,Cola,16.2,"Small Market"
291.84,East,Cola,40.96,"Small Market"
353.4,East,Cola,37.2,"Small Market"
25.2,East,Cola,2.7,"Small Market"
394.8,East,Cola,42.3,"Small Market"
420,East,Cola,45,"Small Market"
678,East,Cola,96,"Small Market"
225.75,East,Cola,31.82,"Small Market"
299.25,East,Cola,42.18,"Small Market"
620,East,Cola,80,"Small Market"
13.95,East,Cola,1.98,"Small Market"
65.1,East,Cola,9.24,"Small Market"
385.95,East,Cola,54.78,"Small Market"
580,East,Cola,60,"Small Market"
4.52,East,Cola,0.64,"Small Market"
40.68,East,Cola,5.76,"Small Market"
406.8,East,Cola,57.6,"Small Market"
560,East,Cola,60,"Small Market"
62.37,East,Cola,8.8,"Small Market"
504.63,East,Cola,71.2,"Small Market"
700,East,Cola,70,"Small Market"
47.88,East,Cola,6.75,"Small Market"
95.76,East,Cola,13.5,"Small Market"
111.72,East,Cola,15.75,"Small Market"
276.64,East,Cola,39,"Small Market"
660,East,Cola,70,"Small Market"
52.2,East,Cola,5.4,"Small Market"
81.2,East,Cola,8.4,"Small Market"
191.4,East,Cola,19.8,"Small Market"
255.2,East,Cola,26.4,"Small Market"
467,East,Cola,66,"Small Market"
64,East,Cola,6,"Small Market"
92.16,East,Cola,12.96,"Small Market"
419.84,East,Cola,59.04,"Small Market"
576,East,Cola,54,"Small Market"
39.2,East,Cola,5.52,"Small Market"
69.6,East,Cola,8.4,"Small Market"
75.4,East,Cola,9.1,"Small Market"
68.6,East,Cola,9.66,"Small Market"
102.9,East,Cola,14.49,"Small Market"
279.3,East,Cola,39.33,"Small Market"
435,East,Cola,52.5,"Small Market"
31.2,East,Cola,4.44,"Small Market"
93.6,East,Cola,13.32,"Small Market"
395.2,East,Cola,56.24,"Small Market"
770,East,Cola,70,"Small Market"
136,East,Cola,14,"Small Market"
114.66,East,Cola,16.17,"Small Market"
431.34,East,Cola,60.83,"Small Market"
544,East,Cola,56,"Small Market"
1.4,East,Cola,0.1,"Small Market"
1.4,East,Cola,0.1,"Small Market"
21.42,East,Cola,2.88,"Small Market"
22.61,East,Cola,3.04,"Small Market"
74.97,East,Cola,10.08,"Small Market"
137.2,East,Cola,9.8,"Small Market"
4.9,East,Cola,0.65,"Small Market"
7.2,East,Cola,0.6,"Small Market"
31.2,East,Cola,2.6,"Small Market"
81.6,East,Cola,6.8,"Small Market"
93.1,East,Cola,12.35,"Small Market"
5.2,East,Cola,0.4,"Small Market"
24.7,East,Cola,1.9,"Small Market"
38.76,East,Cola,5.44,"Small Market"
75.24,East,Cola,10.56,"Small Market"
100.1,East,Cola,7.7,"Small Market"
1.3,East,Cola,0.18,"Small Market"
1.6,East,Cola,0.1,"Small Market"
62.4,East,Cola,8.64,"Small Market"
72,East,Cola,4.5,"Small Market"
66.3,East,Cola,9.18,"Small Market"
86.4,East,Cola,5.4,"Small Market"
14.4,East,Cola,0.9,"Small Market"
16,East,Cola,1,"Small Market"
33.6,East,Cola,2.1,"Small Market"
36.4,East,Cola,5.04,"Small Market"
96,East,Cola,6,"Small Market"
93.6,East,Cola,12.96,"Small Market"
6,East,Cola,0.84,"Small Market"
48,East,Cola,4,"Small Market"
72,East,Cola,6,"Small Market"
94,East,Cola,13.16,"Small Market"
10.8,East,Cola,1.5,"Small Market"
46.44,East,Cola,6.45,"Small Market"
50.76,East,Cola,7.05,"Small Market"
130,East,Cola,10,"Small Market"
9.92,East,Cola,1.36,"Small Market"
48.36,East,Cola,6.63,"Small Market"
65.72,East,Cola,9.01,"Small Market"
150,East,Cola,10,"Small Market"
113,East,Cola,15,"Small Market"
140,East,Cola,10,"Small Market"
140,East,Cola,10,"Small Market"
124,East,Cola,17,"Small Market"
17.76,East,Cola,2.4,"Small Market"
32.19,East,Cola,4.35,"Small Market"
54,East,Cola,3.6,"Small Market"
61.05,East,Cola,8.25,"Small Market"
96,East,Cola,6.4,"Small Market"
3.39,East,Cola,0.45,"Small Market"
24.86,East,Cola,3.3,"Small Market"
24.86,East,Cola,3.3,"Small Market"
59.89,East,Cola,7.95,"Small Market"
140,East,Cola,10,"Small Market"
16.9,East,Cola,2.2,"Small Market"
152.1,East,Cola,19.8,"Small Market"
210,East,Cola,20,"Small Market"
18.2,East,Cola,1.4,"Small Market"
49.4,East,Cola,3.8,"Small Market"
94.95,East,Cola,12.15,"Small Market"
116.05,East,Cola,14.85,"Small Market"
192.4,East,Cola,14.8,"Small Market"
200,East,Cola,20,"Small Market"
176,East,Cola,23,"Small Market"
24.14,East,Cola,3.06,"Small Market"
46.86,East,Cola,5.94,"Small Market"
71,East,Cola,9,"Small Market"
170,East,Cola,10,"Small Market"
11.2,East,Cola,0.7,"Small Market"
130,East,Cola,16,"Small Market"
148.8,East,Cola,9.3,"Small Market"
10.4,East,Cola,0.8,"Small Market"
10.55,East,Cola,1.35,"Small Market"
15.6,East,Cola,1.2,"Small Market"
31.2,East,Cola,2.4,"Small Market"
27.43,East,Cola,3.51,"Small Market"
67.52,East,Cola,8.64,"Small Market"
105.5,East,Cola,13.5,"Small Market"
202.8,East,Cola,15.6,"Small Market"
38.6,East,Cola,5,"Small Market"
44.39,East,Cola,5.75,"Small Market"
110.01,East,Cola,14.25,"Small Market"
240,East,Cola,20,"Small Market"
1.5,East,Cola,0.19,"Small Market"
15,East,Cola,1.9,"Small Market"
46.5,East,Cola,5.89,"Small Market"
87,East,Cola,11.02,"Small Market"
180,East,Cola,10,"Small Market"
14.7,East,Cola,1.4,"Small Market"
14,East,Cola,1.76,"Small Market"
31.5,East,Cola,3.96,"Small Market"
48.3,East,Cola,4.6,"Small Market"
43.75,East,Cola,5.5,"Small Market"
85.75,East,Cola,10.78,"Small Market"
147,East,Cola,14,"Small Market"
10.92,East,Cola,1.4,"Small Market"
54,East,Cola,6,"Small Market"
126,East,Cola,14,"Small Market"
145.08,East,Cola,18.6,"Small Market"
27.6,East,Cola,2.4,"Small Market"
34.5,East,Cola,3,"Small Market"
167.9,East,Cola,14.6,"Small Market"
167,East,Cola,21,"Small Market"
30,East,Cola,3,"Small Market"
170,East,Cola,17,"Small Market"
167,East,Cola,21,"Small Market"
11.35,East,Cola,4.3,"Small Market"
20.7,East,Cola,7.2,"Small Market"
101.2,East,Cola,35.2,"Small Market"
108.1,East,Cola,37.6,"Small Market"
215.65,East,Cola,81.7,"Small Market"
28.53,East,Cola,10.8,"Small Market"
60.23,East,Cola,22.8,"Small Market"
69.74,East,Cola,26.4,"Small Market"
158.5,East,Cola,60,"Small Market"
330,East,Cola,110,"Small Market"
7.5,East,Cola,2.85,"Small Market"
7.5,East,Cola,2.85,"Small Market"
14.4,East,Cola,5.4,"Small Market"
33.6,East,Cola,12.6,"Small Market"
192,East,Cola,72,"Small Market"
235,East,Cola,89.3,"Small Market"
66.7,East,Cola,23.2,"Small Market"
163.3,East,Cola,56.8,"Small Market"
220,East,Cola,83,"Small Market"
19,East,Cola,7.2,"Small Market"
32.3,East,Cola,12.24,"Small Market"
85.5,East,Cola,31.5,"Small Market"
104.5,East,Cola,38.5,"Small Market"
138.7,East,Cola,52.56,"Small Market"
142.6,East,Cola,46,"Small Market"
167.4,East,Cola,54,"Small Market"
297,East,Cola,112,"Small Market"
21.6,East,Cola,7.2,"Small Market"
48.6,East,Cola,16.2,"Small Market"
64.8,East,Cola,21.6,"Small Market"
135,East,Cola,45,"Small Market"
264,East,Cola,100,"Small Market"
18.4,East,Cola,6.4,"Small Market"
23,East,Cola,8,"Small Market"
31.78,East,Cola,12.04,"Small Market"
40.86,East,Cola,15.48,"Small Market"
52.21,East,Cola,19.78,"Small Market"
59.8,East,Cola,20.8,"Small Market"
102.15,East,Cola,38.7,"Small Market"
128.8,East,Cola,44.8,"Small Market"
6.9,East,Cola,2.4,"Small Market"
223.1,East,Cola,77.6,"Small Market"
221,East,Cola,83,"Small Market"
61.6,East,Cola,22.4,"Small Market"
158.4,East,Cola,57.6,"Small Market"
224,East,Cola,85,"Small Market"
23,East,Cola,7,"Small Market"
36.8,East,Cola,11.2,"Small Market"
